# Generado por Generate-LoadTestTags.ps1 el 2026-08-25 18:40 - 500 tags
# Nombres inventados. Decimales con PUNTO (InvariantCulture).
TAG_NAME_OPC_UA;TAG_NAME_OPC_DA;DATA_TYPE;MULTIPLICADOR;OFFSET;EU;SCAN_RATE_MS;DEADBAND;ACCESS_LEVEL;DESCRIPTION;ENABLED
PLANTA_01.EQUIPO_011.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_011_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_011;True
PLANTA_01.EQUIPO_011.NIVEL_TANQUE;.PLANTA_01_EQUIPO_011_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_011;True
PLANTA_01.EQUIPO_011.VIBRACION_X;.PLANTA_01_EQUIPO_011_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_011;True
PLANTA_01.EQUIPO_011.VIBRACION_Y;.PLANTA_01_EQUIPO_011_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_011_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_011;True
PLANTA_01.EQUIPO_011.TENSION_MOTOR;.PLANTA_01_EQUIPO_011_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_011;True
PLANTA_01.EQUIPO_011.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_011_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_011_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_011;True
PLANTA_01.EQUIPO_011.TORQUE;.PLANTA_01_EQUIPO_011_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_011;True
PLANTA_01.EQUIPO_011.DENSIDAD;.PLANTA_01_EQUIPO_011_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_011;True
PLANTA_01.EQUIPO_011.VISCOSIDAD;.PLANTA_01_EQUIPO_011_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_011;True
PLANTA_01.EQUIPO_011.PH;.PLANTA_01_EQUIPO_011_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_011_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_011;True
PLANTA_01.EQUIPO_011.HUMEDAD;.PLANTA_01_EQUIPO_011_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_011;True
PLANTA_01.EQUIPO_011.APERTURA_VALVULA;.PLANTA_01_EQUIPO_011_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.SETPOINT_PRESION;.PLANTA_01_EQUIPO_011_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_011;True
PLANTA_01.EQUIPO_011.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_011_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.HORAS_SERVICIO;.PLANTA_01_EQUIPO_011_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_011;True
PLANTA_01.EQUIPO_011.EFICIENCIA;.PLANTA_01_EQUIPO_011_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_011_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_011;True
PLANTA_01.EQUIPO_011.ESTADO_BOMBA;.PLANTA_01_EQUIPO_011_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.ESTADO_VALVULA;.PLANTA_01_EQUIPO_011_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.ALARMA_ALTA;.PLANTA_01_EQUIPO_011_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.ALARMA_BAJA;.PLANTA_01_EQUIPO_011_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_011_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_011;True
PLANTA_01.EQUIPO_011.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_011_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_011;True
PLANTA_01.EQUIPO_011.FALLA_GENERAL;.PLANTA_01_EQUIPO_011_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_011_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_011_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_011;True
PLANTA_01.EQUIPO_011.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_011_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_011_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_011_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_011;True
PLANTA_01.EQUIPO_011.CODIGO_FALLA;.PLANTA_01_EQUIPO_011_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.PASO_SECUENCIA;.PLANTA_01_EQUIPO_011_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_011;True
PLANTA_01.EQUIPO_011.RECETA_ACTIVA;.PLANTA_01_EQUIPO_011_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_011;True
PLANTA_01.EQUIPO_012.PRESION_ENTRADA;.PLANTA_01_EQUIPO_012_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.PRESION_SALIDA;.PLANTA_01_EQUIPO_012_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_012_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_012_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_012_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_012_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_012;True
PLANTA_01.EQUIPO_012.NIVEL_TANQUE;.PLANTA_01_EQUIPO_012_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_012;True
PLANTA_01.EQUIPO_012.VIBRACION_X;.PLANTA_01_EQUIPO_012_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_012;True
PLANTA_01.EQUIPO_012.VIBRACION_Y;.PLANTA_01_EQUIPO_012_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_012_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_012;True
PLANTA_01.EQUIPO_012.TENSION_MOTOR;.PLANTA_01_EQUIPO_012_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_012;True
PLANTA_01.EQUIPO_012.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_012_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_012_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_012;True
PLANTA_01.EQUIPO_012.TORQUE;.PLANTA_01_EQUIPO_012_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_012;True
PLANTA_01.EQUIPO_012.DENSIDAD;.PLANTA_01_EQUIPO_012_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_012;True
PLANTA_01.EQUIPO_012.VISCOSIDAD;.PLANTA_01_EQUIPO_012_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_012;True
PLANTA_01.EQUIPO_012.PH;.PLANTA_01_EQUIPO_012_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_012_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_012;True
PLANTA_01.EQUIPO_012.HUMEDAD;.PLANTA_01_EQUIPO_012_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_012;True
PLANTA_01.EQUIPO_012.APERTURA_VALVULA;.PLANTA_01_EQUIPO_012_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.SETPOINT_PRESION;.PLANTA_01_EQUIPO_012_SETPOINT_PRESION;Double;1;0;bar;1000;0;Read;SETPOINT_PRESION de EQUIPO_012;True
PLANTA_01.EQUIPO_012.SETPOINT_TEMPERATURA;.PLANTA_01_EQUIPO_012_SETPOINT_TEMPERATURA;Double;1;0;C;1000;0;Read;SETPOINT_TEMPERATURA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.HORAS_SERVICIO;.PLANTA_01_EQUIPO_012_HORAS_SERVICIO;Double;0.1;0;h;1000;0;Read;HORAS_SERVICIO de EQUIPO_012;True
PLANTA_01.EQUIPO_012.EFICIENCIA;.PLANTA_01_EQUIPO_012_EFICIENCIA;Double;0.01;0;pct;1000;0;Read;EFICIENCIA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CONSUMO_ESPECIFICO;.PLANTA_01_EQUIPO_012_CONSUMO_ESPECIFICO;Double;0.001;0;kWhm3;1000;0;Read;CONSUMO_ESPECIFICO de EQUIPO_012;True
PLANTA_01.EQUIPO_012.ESTADO_BOMBA;.PLANTA_01_EQUIPO_012_ESTADO_BOMBA;Boolean;1;0;;1000;0;Read;ESTADO_BOMBA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.ESTADO_VALVULA;.PLANTA_01_EQUIPO_012_ESTADO_VALVULA;Boolean;1;0;;1000;0;Read;ESTADO_VALVULA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.ALARMA_ALTA;.PLANTA_01_EQUIPO_012_ALARMA_ALTA;Boolean;1;0;;1000;0;Read;ALARMA_ALTA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.ALARMA_BAJA;.PLANTA_01_EQUIPO_012_ALARMA_BAJA;Boolean;1;0;;1000;0;Read;ALARMA_BAJA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.MODO_AUTOMATICO;.PLANTA_01_EQUIPO_012_MODO_AUTOMATICO;Boolean;1;0;;1000;0;Read;MODO_AUTOMATICO de EQUIPO_012;True
PLANTA_01.EQUIPO_012.PERMISO_ARRANQUE;.PLANTA_01_EQUIPO_012_PERMISO_ARRANQUE;Boolean;1;0;;1000;0;Read;PERMISO_ARRANQUE de EQUIPO_012;True
PLANTA_01.EQUIPO_012.FALLA_GENERAL;.PLANTA_01_EQUIPO_012_FALLA_GENERAL;Boolean;1;0;;1000;0;Read;FALLA_GENERAL de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CONFIRMACION_MARCHA;.PLANTA_01_EQUIPO_012_CONFIRMACION_MARCHA;Boolean;1;0;;1000;0;Read;CONFIRMACION_MARCHA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.SELECTOR_LOCAL_REMOTO;.PLANTA_01_EQUIPO_012_SELECTOR_LOCAL_REMOTO;Boolean;1;0;;1000;0;Read;SELECTOR_LOCAL_REMOTO de EQUIPO_012;True
PLANTA_01.EQUIPO_012.EN_MANTENIMIENTO;.PLANTA_01_EQUIPO_012_EN_MANTENIMIENTO;Boolean;1;0;;1000;0;Read;EN_MANTENIMIENTO de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CONTADOR_ARRANQUES;.PLANTA_01_EQUIPO_012_CONTADOR_ARRANQUES;Int32;1;0;;1000;0;Read;CONTADOR_ARRANQUES de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CONTADOR_ALARMAS;.PLANTA_01_EQUIPO_012_CONTADOR_ALARMAS;Int32;1;0;;1000;0;Read;CONTADOR_ALARMAS de EQUIPO_012;True
PLANTA_01.EQUIPO_012.CODIGO_FALLA;.PLANTA_01_EQUIPO_012_CODIGO_FALLA;Int32;1;0;;1000;0;Read;CODIGO_FALLA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.PASO_SECUENCIA;.PLANTA_01_EQUIPO_012_PASO_SECUENCIA;Int32;1;0;;1000;0;Read;PASO_SECUENCIA de EQUIPO_012;True
PLANTA_01.EQUIPO_012.RECETA_ACTIVA;.PLANTA_01_EQUIPO_012_RECETA_ACTIVA;String;1;0;;1000;0;Read;RECETA_ACTIVA de EQUIPO_012;True
PLANTA_01.EQUIPO_013.PRESION_ENTRADA;.PLANTA_01_EQUIPO_013_PRESION_ENTRADA;Double;1;0;bar;1000;0;Read;PRESION_ENTRADA de EQUIPO_013;True
PLANTA_01.EQUIPO_013.PRESION_SALIDA;.PLANTA_01_EQUIPO_013_PRESION_SALIDA;Double;1;0;bar;1000;0;Read;PRESION_SALIDA de EQUIPO_013;True
PLANTA_01.EQUIPO_013.TEMPERATURA_ENTRADA;.PLANTA_01_EQUIPO_013_TEMPERATURA_ENTRADA;Double;1;0;C;1000;0;Read;TEMPERATURA_ENTRADA de EQUIPO_013;True
PLANTA_01.EQUIPO_013.TEMPERATURA_SALIDA;.PLANTA_01_EQUIPO_013_TEMPERATURA_SALIDA;Double;1.8;32;F;1000;0;Read;TEMPERATURA_SALIDA de EQUIPO_013;True
PLANTA_01.EQUIPO_013.CAUDAL_INSTANTANEO;.PLANTA_01_EQUIPO_013_CAUDAL_INSTANTANEO;Double;1;0;m3h;1000;0;Read;CAUDAL_INSTANTANEO de EQUIPO_013;True
PLANTA_01.EQUIPO_013.CAUDAL_TOTALIZADO;.PLANTA_01_EQUIPO_013_CAUDAL_TOTALIZADO;Double;0.001;0;m3;1000;0;Read;CAUDAL_TOTALIZADO de EQUIPO_013;True
PLANTA_01.EQUIPO_013.NIVEL_TANQUE;.PLANTA_01_EQUIPO_013_NIVEL_TANQUE;Double;0.01;0;pct;1000;0;Read;NIVEL_TANQUE de EQUIPO_013;True
PLANTA_01.EQUIPO_013.VIBRACION_X;.PLANTA_01_EQUIPO_013_VIBRACION_X;Double;0.01;0;mms;1000;0;Read;VIBRACION_X de EQUIPO_013;True
PLANTA_01.EQUIPO_013.VIBRACION_Y;.PLANTA_01_EQUIPO_013_VIBRACION_Y;Double;0.01;0;mms;1000;0;Read;VIBRACION_Y de EQUIPO_013;True
PLANTA_01.EQUIPO_013.CORRIENTE_MOTOR;.PLANTA_01_EQUIPO_013_CORRIENTE_MOTOR;Double;0.1;0;A;1000;0;Read;CORRIENTE_MOTOR de EQUIPO_013;True
PLANTA_01.EQUIPO_013.TENSION_MOTOR;.PLANTA_01_EQUIPO_013_TENSION_MOTOR;Double;1;0;V;1000;0;Read;TENSION_MOTOR de EQUIPO_013;True
PLANTA_01.EQUIPO_013.POTENCIA_ACTIVA;.PLANTA_01_EQUIPO_013_POTENCIA_ACTIVA;Double;0.01;0;kW;1000;0;Read;POTENCIA_ACTIVA de EQUIPO_013;True
PLANTA_01.EQUIPO_013.VELOCIDAD_MOTOR;.PLANTA_01_EQUIPO_013_VELOCIDAD_MOTOR;Double;1;0;rpm;1000;0;Read;VELOCIDAD_MOTOR de EQUIPO_013;True
PLANTA_01.EQUIPO_013.TORQUE;.PLANTA_01_EQUIPO_013_TORQUE;Double;0.1;0;Nm;1000;0;Read;TORQUE de EQUIPO_013;True
PLANTA_01.EQUIPO_013.DENSIDAD;.PLANTA_01_EQUIPO_013_DENSIDAD;Double;1;0;kgm3;1000;0;Read;DENSIDAD de EQUIPO_013;True
PLANTA_01.EQUIPO_013.VISCOSIDAD;.PLANTA_01_EQUIPO_013_VISCOSIDAD;Double;0.01;0;cP;1000;0;Read;VISCOSIDAD de EQUIPO_013;True
PLANTA_01.EQUIPO_013.PH;.PLANTA_01_EQUIPO_013_PH;Double;0.001;0;pH;1000;0;Read;PH de EQUIPO_013;True
PLANTA_01.EQUIPO_013.CONDUCTIVIDAD;.PLANTA_01_EQUIPO_013_CONDUCTIVIDAD;Double;1;0;uScm;1000;0;Read;CONDUCTIVIDAD de EQUIPO_013;True
PLANTA_01.EQUIPO_013.HUMEDAD;.PLANTA_01_EQUIPO_013_HUMEDAD;Double;0.01;0;pct;1000;0;Read;HUMEDAD de EQUIPO_013;True
PLANTA_01.EQUIPO_013.APERTURA_VALVULA;.PLANTA_01_EQUIPO_013_APERTURA_VALVULA;Double;0.01;0;pct;1000;0;Read;APERTURA_VALVULA de EQUIPO_013;True
